Institute,State,Inst. Type,Dept.,OPD,IPD,Beds,Bed Occ.,Histopath,Cytopath,Hematology,Clin. Path.,Biochem,C&S,Serology,X-Rays,USG,CT,MRI,Major OT,Minor OT,Emerg. OT
"BJ Government. Medical College, Pune",Maharashtra,Govt,MS OPHTHALMOLOGY,4021,356,80,43,14,1,563,5,1891,4,0,111,46,4,2,265,276,63
"BJ Government. Medical College, Pune",Maharashtra,Govt,MS ORTHOPAEDICS,3891,254,120,82,26,26,519,76,526,51,772,510,38,77,54,252,490,43
"BJ Medical College, Ahmedabad",Gujarat,Govt,MBBS OVERALL,71282,8267,250,75,585,232,41116,3635,24433,4402,19526,5310,5991,657,411,0,0,0
"BJ Medical College, Ahmedabad",Gujarat,Govt,MCH SURGICAL GASTROENTEROLOGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,0
"BJ Medical College, Ahmedabad",Gujarat,Govt,MCh CARIO THORASIC SURGERY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,2326,2438
"BJ Medical College, Ahmedabad",Gujarat,Govt,MCh NEURO SURGERY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,4,107
"BJ Medical College, Ahmedabad",Gujarat,Govt,MCh PAEDIATRIC SURGERY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,56,18
"BJ Medical College, Ahmedabad",Gujarat,Govt,MCh PLASTIC SURGERY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,49,83
"BJ Medical College, Ahmedabad",Gujarat,Govt,MCh UROLOGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,190,0
"BJ Medical College, Ahmedabad",Gujarat,Govt,MCh VASCULAR SURGERY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,133,2438
"BJ Medical College, Ahmedabad",Gujarat,Govt,MD DERMATOLOGY,8575,18,60,21,44,11,654,157,663,61,214,69,48,1,1,0,0,0
"BJ Medical College, Ahmedabad",Gujarat,Govt,MD GENERAL MEDICINE,13801,2160,320,72,5,21,19270,2011,13079,1178,5590,951,1360,263,110,0,0,0
"BJ Medical College, Ahmedabad",Gujarat,Govt,MD PAEDIATRICS,5312,1476,180,93,2,2,1616,263,1711,360,344,32,456,21,48,0,0,0
"BJ Medical College, Ahmedabad",Gujarat,Govt,MD PSYCHIATRY,3516,73,60,45,0,0,360,22,307,9,104,19,37,2,8,0,0,0
"BJ Medical College, Ahmedabad",Gujarat,Govt,MS ENT,4468,185,60,63,89,47,1041,28,643,77,506,207,125,22,11,137,141,11
"BJ Medical College, Ahmedabad",Gujarat,Govt,MS GENERAL SURGERY,5359,1588,320,82,311,86,9722,617,3241,913,3846,671,1301,297,36,512,1102,996
"BJ Medical College, Ahmedabad",Gujarat,Govt,MS OBG,7133,1224,240,74,113,67,4922,500,3259,190,3389,196,282,5,6,582,126,122
"BJ Medical College, Ahmedabad",Gujarat,Govt,MS OPHTHALMOLOGY,14250,813,250,26,96,0,2456,1057,3223,1196,2554,38,77,23,7,539,199,115
"BJ Medical College, Ahmedabad",Gujarat,Govt,MS ORTHOPAEDICS,8916,760,180,86,22,2,4125,48,1781,323,3139,3220,292,23,183,488,284,495
"BKL Walawalkar Rural Medical College, Ratnagiri",Maharashtra,Private,MBBS OVERALL,38404,3484,620,536,535,646,28475,18628,23358,1505,1759,3863,2312,407,239,628,2337,191
"BKL Walawalkar Rural Medical College, Ratnagiri",Maharashtra,Private,MD DERMATOLOGY,1724,74,10,82,2,0,256,4,141,53,4,0,3,0,0,0,0,0
"BKL Walawalkar Rural Medical College, Ratnagiri",Maharashtra,Private,MD GENERAL MEDICINE,6846,839,141,93,60,125,7916,6097,9799,316,924,857,816,168,94,0,0,0
"BKL Walawalkar Rural Medical College, Ratnagiri",Maharashtra,Private,MD PAEDIATRICS,4110,395,81,85,1,2,1418,435,872,28,12,131,96,6,8,0,0,0
"BKL Walawalkar Rural Medical College, Ratnagiri",Maharashtra,Private,MD PSYCHIATRY,1727,68,17,84,0,1,150,2,82,0,1,1,2,1,0,0,0,0
"BKL Walawalkar Rural Medical College, Ratnagiri",Maharashtra,Private,MS ENT,1781,116,18,86,5,2,222,4,125,1,57,78,8,10,1,47,235,20
"BKL Walawalkar Rural Medical College, Ratnagiri",Maharashtra,Private,MS GENERAL SURGERY,6659,873,141,91,302,208,11343,6191,6108,454,1283,1094,140,130,21,313,1220,73
"BKL Walawalkar Rural Medical College, Ratnagiri",Maharashtra,Private,MS OBG,4139,409,96,85,153,272,1988,486,1272,48,396,12,322,2,2,103,128,26
"BKL Walawalkar Rural Medical College, Ratnagiri",Maharashtra,Private,MS OPHTHALMOLOGY,1746,169,18,87,1,1,359,10,363,0,152,1,5,0,0,70,236,23
"BKL Walawalkar Rural Medical College, Ratnagiri",Maharashtra,Private,MS ORTHOPAEDICS,4194,466,81,86,4,4,4239,6312,6052,620,1480,1368,781,51,108,95,361,37
"BPS Government Medical College for Women, Sonepat",Haryana,Govt,DENTISTRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22
"BPS Government Medical College for Women, Sonepat",Haryana,Govt,MBBS OVERALL,48329,9626,700,458,257,245,72924,8143,68008,701,1304,8293,2460,597,1021,0,0,0
"BPS Government Medical College for Women, Sonepat",Haryana,Govt,MCh UROLOGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"BPS Government Medical College for Women, Sonepat",Haryana,Govt,MD DERMATOLOGY,3326,55,13,14,257,245,72924,8143,68008,701,1304,8293,2460,597,1021,0,0,0
"BPS Government Medical College for Women, Sonepat",Haryana,Govt,MD EMERGENCY MEDICINE,3814,522,20,86,257,245,72924,8143,68008,701,1304,8293,2460,597,1021,0,0,0
"BPS Government Medical College for Women, Sonepat",Haryana,Govt,MD GENERAL MEDICINE,7812,1209,140,28,257,245,72924,8143,68008,701,1304,8293,2460,597,1021,0,0,0
"BPS Government Medical College for Women, Sonepat",Haryana,Govt,MD PAEDIATRICS,2101,1726,80,70,257,245,72924,8143,68008,701,1304,8293,2460,597,1021,1,10,11
"BPS Government Medical College for Women, Sonepat",Haryana,Govt,MD PSYCHIATRY,1375,206,13,51,257,245,72924,8143,68008,701,1304,8293,2460,597,1021,0,0,0
"BPS Government Medical College for Women, Sonepat",Haryana,Govt,MD PULMONARY MEDICINE,3020,385,17,81,257,245,72924,8143,68008,701,1304,8293,2460,597,1021,0,0,0
"BPS Government Medical College for Women, Sonepat",Haryana,Govt,MS ENT,3746,178,13,45,257,245,72924,8143,68008,701,1304,8293,2460,597,1021,0,21,21
"BPS Government Medical College for Women, Sonepat",Haryana,Govt,MS GENERAL SURGERY,4658,2770,140,54,257,245,72924,8143,68008,701,1304,8293,2460,597,1021,20,158,178
"BPS Government Medical College for Women, Sonepat",Haryana,Govt,MS OBG,2594,1418,80,60,257,245,72924,8143,68008,701,1304,8293,2460,597,1021,4,0,4
"BPS Government Medical College for Women, Sonepat",Haryana,Govt,MS OPHTHALMOLOGY,3597,139,13,35,257,245,72924,8143,68008,701,1304,8293,2460,597,1021,0,20,20
"BPS Government Medical College for Women, Sonepat",Haryana,Govt,MS ORTHOPAEDICS,9558,1500,80,63,257,245,72924,8143,68008,701,1304,8293,2460,597,1021,5,325,330
"BRD Medical College, Gorakhpur",Uttar Pradesh,Govt,DENTISTRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0
"BRD Medical College, Gorakhpur",Uttar Pradesh,Govt,MBBS OVERALL,52148,7274,950,28258,875,725,289903,41289,157176,1047,29063,7757,1349,870,307,0,0,0
"BRD Medical College, Gorakhpur",Uttar Pradesh,Govt,MS ENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,212,17
"BRD Medical College, Gorakhpur",Uttar Pradesh,Govt,MS GENERAL SURGERY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,1275,145
"BRD Medical College, Gorakhpur",Uttar Pradesh,Govt,MS OBG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,804,250
"BRD Medical College, Gorakhpur",Uttar Pradesh,Govt,MS OPHTHALMOLOGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,420,14
"BRD Medical College, Gorakhpur",Uttar Pradesh,Govt,MS ORTHOPAEDICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,1582,121
"Banas Medical College & Research Institute, Palanpur, Gujarat",Gujarat,Private,MBBS OVERALL,36407,16285,770,543,120,65,28309,4440,19826,318,7896,4007,1116,370,48,0,0,0
"Banas Medical College & Research Institute, Palanpur, Gujarat",Gujarat,Private,MD DERMATOLOGY,1973,205,10,7,2,1,255,106,595,2,161,120,4,1,0,0,0,0
"Banas Medical College & Research Institute, Palanpur, Gujarat",Gujarat,Private,MD EMERGENCY MEDICINE,5116,648,30,22,0,11,8320,527,376,148,2812,581,168,91,11,0,0,0
"Banas Medical College & Research Institute, Palanpur, Gujarat",Gujarat,Private,MD GENERAL MEDICINE,9771,4658,220,155,1,16,9759,2174,7554,98,2402,1082,132,81,8,0,0,0
"Banas Medical College & Research Institute, Palanpur, Gujarat",Gujarat,Private,MD PAEDIATRICS,2659,2110,100,70,0,0,1922,159,1586,27,489,401,81,27,4,0,0,0
"Banas Medical College & Research Institute, Palanpur, Gujarat",Gujarat,Private,MD PSYCHIATRY,1594,410,20,14,0,0,243,30,396,2,44,60,2,12,6,0,0,0
"Banas Medical College & Research Institute, Palanpur, Gujarat",Gujarat,Private,MS ENT,1382,640,30,21,4,7,158,14,595,5,195,200,33,14,3,25,17,5
"Banas Medical College & Research Institute, Palanpur, Gujarat",Gujarat,Private,MS GENERAL SURGERY,4959,3160,150,105,85,20,3172,387,4957,26,670,601,343,68,5,91,43,9
"Banas Medical College & Research Institute, Palanpur, Gujarat",Gujarat,Private,MS OBG,1965,2160,100,72,28,10,1442,641,1983,5,484,80,325,5,1,79,24,17
"Banas Medical College & Research Institute, Palanpur, Gujarat",Gujarat,Private,MS OPHTHALMOLOGY,3082,615,30,20,1,0,2469,348,793,1,334,40,1,17,2,102,88,5
"Banas Medical College & Research Institute, Palanpur, Gujarat",Gujarat,Private,MS ORTHOPAEDICS,2797,1680,80,56,0,0,572,54,991,6,304,842,25,54,8,65,22,12
"Bangalore Medical College & Research Institute, Bangalore",Karnataka,Govt,DENTISTRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1132,0
"Bangalore Medical College & Research Institute, Bangalore",Karnataka,Govt,DM CARDIOLOGY,3699,87,30,30,0,0,0,0,0,0,0,0,0,0,0,76,112,0
"Bangalore Medical College & Research Institute, Bangalore",Karnataka,Govt,DM CRITICAL CARE MEDICINE,0,233,40,35,3,0,268,2,256,127,233,296,229,67,7,0,0,0
"Bangalore Medical College & Research Institute, Bangalore",Karnataka,Govt,DM NEUROLOGY,4269,86,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bangalore Medical College & Research Institute, Bangalore",Karnataka,Govt,MBBS OVERALL,79477,8149,1760,42000,1001,1001,24738,12727,66725,3305,6273,7179,5958,1402,1784,2762,4561,949
"Bangalore Medical College & Research Institute, Bangalore",Karnataka,Govt,MCH SURGICAL GASTROENTEROLOGY,1278,89,30,30,0,0,0,0,0,0,0,0,0,0,0,72,60,0
"Bangalore Medical College & Research Institute, Bangalore",Karnataka,Govt,MCh NEURO SURGERY,943,62,30,30,0,0,0,0,0,0,0,0,0,0,0,56,34,28
"Bangalore Medical College & Research Institute, Bangalore",Karnataka,Govt,MCh PAEDIATRIC SURGERY,981,149,38,38,0,0,0,0,0,0,0,0,0,0,0,121,14,0
"Bangalore Medical College & Research Institute, Bangalore",Karnataka,Govt,MCh PLASTIC SURGERY,2317,249,120,249,0,0,0,0,0,0,0,0,0,0,0,74,689,0
"Bangalore Medical College & Research Institute, Bangalore",Karnataka,Govt,MD BIOCHEMISTRY,0,0,0,0,0,0,0,0,9808,0,0,0,0,0,0,0,0,0
"Bangalore Medical College & Research Institute, Bangalore",Karnataka,Govt,MD DERMATOLOGY,5799,23,60,23,0,0,0,0,0,0,0,0,0,0,0,0,434,0
"Bangalore Medical College & Research Institute, Bangalore",Karnataka,Govt,MD GENERAL MEDICINE,9551,1972,320,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bangalore Medical College & Research Institute, Bangalore",Karnataka,Govt,MD GERIATRICS,1348,219,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bangalore Medical College & Research Institute, Bangalore",Karnataka,Govt,MD MICROBIOLOGY,0,0,0,0,0,0,0,0,0,3305,3516,0,0,0,0,0,0,0
"Bangalore Medical College & Research Institute, Bangalore",Karnataka,Govt,MD PAEDIATRICS,8653,879,180,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bangalore Medical College & Research Institute, Bangalore",Karnataka,Govt,MD PATHOLOGY,0,0,0,0,889,1098,16460,2921,0,0,0,0,0,0,0,0,0,0
"Bangalore Medical College & Research Institute, Bangalore",Karnataka,Govt,MD PSYCHIATRY,2220,26,50,26,0,0,0,27,27,1,1,1,1,18,3,4,0,0
"Bangalore Medical College & Research Institute, Bangalore",Karnataka,Govt,MD PULMONARY MEDICINE,2812,98,80,78,41,41,305,289,300,98,301,145,52,26,1,0,0,0
"Bangalore Medical College & Research Institute, Bangalore",Karnataka,Govt,MD RADIODIAGNOSIS,0,0,0,0,0,0,0,0,0,0,0,9242,5744,1704,652,0,0,0
"Bangalore Medical College & Research Institute, Bangalore",Karnataka,Govt,MD RADIOTHERAPY,130,4,40,18,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"Bangalore Medical College & Research Institute, Bangalore",Karnataka,Govt,MD SPORTS MEDICINE,260,18,30,28,0,0,0,0,0,0,0,0,0,0,0,19,19,0
"Bangalore Medical College & Research Institute, Bangalore",Karnataka,Govt,MD TRANSFUSION MEDICINE,0,1264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bangalore Medical College & Research Institute, Bangalore",Karnataka,Govt,MS ENT,3470,125,120,107,27,14,4655,4799,4753,411,3637,3098,140,35,12,95,571,0
"Bangalore Medical College & Research Institute, Bangalore",Karnataka,Govt,MS GENERAL SURGERY,3304,683,280,233,718,371,16437,1592,9331,0,0,2321,1038,307,22,274,1886,0
"Bangalore Medical College & Research Institute, Bangalore",Karnataka,Govt,MS OBG,4238,1884,420,420,62,63,5178,8935,46938,1826,1634,1024,1978,38,20,773,140,0
"Bangalore Medical College & Research Institute, Bangalore",Karnataka,Govt,MS OPHTHALMOLOGY,17609,1140,220,178,0,0,1187,870,1298,0,619,0,345,0,0,863,84,0
"Bangalore Medical College & Research Institute, Bangalore",Karnataka,Govt,MS ORTHOPAEDICS,7544,221,150,134,12,0,221,0,221,60,239,2105,55,47,76,237,127,0
"Bankura Sammilani Medical College, Bankura",West Bengal,Govt,MBBS OVERALL,204056,9246,1780,100,546,419,8952,32837,72882,1559,7132,12844,10443,2807,1335,0,0,0
"Bankura Sammilani Medical College, Bankura",West Bengal,Govt,MCh NEURO SURGERY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"Bankura Sammilani Medical College, Bankura",West Bengal,Govt,MCh UROLOGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,0
"Bankura Sammilani Medical College, Bankura",West Bengal,Govt,MD DERMATOLOGY,10532,62,30,90,6,24,360,1115,3859,82,2734,10,70,6,0,0,0,0
"Bankura Sammilani Medical College, Bankura",West Bengal,Govt,MD GENERAL MEDICINE,16810,2708,210,100,49,48,824,15816,24760,135,673,5600,4498,686,145,0,0,0
"Bankura Sammilani Medical College, Bankura",West Bengal,Govt,MD PAEDIATRICS,5732,2978,192,100,31,31,1410,1962,2167,60,632,665,358,61,31,0,0,0
"Bankura Sammilani Medical College, Bankura",West Bengal,Govt,MD PSYCHIATRY,5781,10,30,32,0,0,0,21,50,0,23,30,0,0,0,0,0,0
"Bankura Sammilani Medical College, Bankura",West Bengal,Govt,MS ENT,6887,112,30,99,47,47,128,680,1890,54,682,588,98,53,14,75,245,0
"Bankura Sammilani Medical College, Bankura",West Bengal,Govt,MS GENERAL SURGERY,9084,993,210,100,46,46,130,742,3333,80,545,2146,2334,547,33,333,258,402
"Bankura Sammilani Medical College, Bankura",West Bengal,Govt,MS OBG,5724,2041,135,100,39,42,708,1500,3492,54,686,144,3110,55,22,542,214,503
"Bankura Sammilani Medical College, Bankura",West Bengal,Govt,MS OPHTHALMOLOGY,6443,301,100,100,56,0,148,271,804,33,265,12,86,14,6,277,395,12
"Bankura Sammilani Medical College, Bankura",West Bengal,Govt,MS ORTHOPAEDICS,4930,173,120,100,51,31,52,192,288,34,179,1654,33,90,193,77,124,161
"Barasat Government Medical College & Hospital, Kolkata",West Bengal,Govt,MBBS OVERALL,121377,10447,600,103,3,29,48483,1493,63844,508,4341,16661,1332,1732,0,0,0,0
"Barasat Government Medical College & Hospital, Kolkata",West Bengal,Govt,MD DERMATOLOGY,6895,24,10,79,0,0,40,0,67,1,82,1,0,0,0,0,0,0
"Barasat Government Medical College & Hospital, Kolkata",West Bengal,Govt,MD GENERAL MEDICINE,15295,5188,184,104,0,3,28914,905,34931,131,2522,4288,255,865,0,0,0,0
"Barasat Government Medical College & Hospital, Kolkata",West Bengal,Govt,MD PAEDIATRICS,5734,1305,97,68,0,0,3983,339,4540,131,724,909,65,2,0,0,0,0
"Barasat Government Medical College & Hospital, Kolkata",West Bengal,Govt,MD PSYCHIATRY,13241,1,20,110,0,0,335,2,503,0,1,1,0,1,0,0,0,0
"Barasat Government Medical College & Hospital, Kolkata",West Bengal,Govt,MS ENT,4200,115,7,77,0,1,924,5,1120,1,101,1233,0,241,0,8,27,14
"Barasat Government Medical College & Hospital, Kolkata",West Bengal,Govt,MS GENERAL SURGERY,11976,1311,112,83,3,24,8019,155,10388,108,720,4709,201,484,0,101,496,107
"Barasat Government Medical College & Hospital, Kolkata",West Bengal,Govt,MS OBG,2228,1659,128,97,1,0,1283,26,1384,122,274,32,805,69,0,222,5,35
"Barasat Government Medical College & Hospital, Kolkata",West Bengal,Govt,MS OPHTHALMOLOGY,8786,308,20,87,0,0,1741,13,6309,1,102,9,0,0,0,281,27,6
"Barasat Government Medical College & Hospital, Kolkata",West Bengal,Govt,MS ORTHOPAEDICS,8446,262,20,130,0,0,3248,47,4595,2,218,4871,0,173,0,24,215,38
"Basaveswara Medical College & Hospital, Chitradurga",Karnataka,Private,MBBS OVERALL,38447,3782,740,601,432,586,131982,23601,127725,2550,6695,4437,3373,527,331,0,0,0
"Basaveswara Medical College & Hospital, Chitradurga",Karnataka,Private,MD ANAESTHESIOLOGY,38447,3782,740,601,432,586,131982,23601,127725,2550,6695,4439,3373,527,331,712,715,10
"Basaveswara Medical College & Hospital, Chitradurga",Karnataka,Private,MD BIOCHEMISTRY,0,0,0,0,0,0,0,0,127725,0,0,0,0,0,0,0,0,0
"Basaveswara Medical College & Hospital, Chitradurga",Karnataka,Private,MD DERMATOLOGY,2291,195,30,24,29,47,7291,4552,1582,0,726,168,20,0,0,0,0,0
"Basaveswara Medical College & Hospital, Chitradurga",Karnataka,Private,MD EMERGENCY MEDICINE,5548,335,30,25,33,66,11363,3189,9544,1312,916,747,292,91,66,0,0,0
"Basaveswara Medical College & Hospital, Chitradurga",Karnataka,Private,MD GENERAL MEDICINE,7579,874,130,107,26,9425,26793,9835,43532,2010,1269,968,932,165,135,0,0,0
"Basaveswara Medical College & Hospital, Chitradurga",Karnataka,Private,MD MICROBIOLOGY,0,0,0,0,0,0,0,0,0,2550,6695,0,0,0,0,0,0,0
"Basaveswara Medical College & Hospital, Chitradurga",Karnataka,Private,MD PAEDIATRICS,3268,534,75,59,0,597,7085,6456,7191,803,366,463,353,35,25,0,0,0
"Basaveswara Medical College & Hospital, Chitradurga",Karnataka,Private,MD PATHOLOGY,0,0,0,0,432,586,131982,23601,0,0,0,0,0,0,0,0,0,0
"Basaveswara Medical College & Hospital, Chitradurga",Karnataka,Private,MD PSYCHIATRY,2371,160,30,25,0,27,3947,477,3486,544,0,63,24,36,45,0,0,0
"Basaveswara Medical College & Hospital, Chitradurga",Karnataka,Private,MD PULMONARY MEDICINE,2279,226,30,25,23,518,4174,0,2889,1058,563,422,61,33,24,0,0,0
"Basaveswara Medical College & Hospital, Chitradurga",Karnataka,Private,MD RADIODIAGNOSIS,38447,3782,735,600,35,0,0,0,0,0,0,4437,3373,527,331,0,0,0
"Basaveswara Medical College & Hospital, Chitradurga",Karnataka,Private,MS ENT,2412,216,30,25,132,559,6299,2779,2347,928,1133,173,17,32,29,103,110,3
"Basaveswara Medical College & Hospital, Chitradurga",Karnataka,Private,MS GENERAL SURGERY,2295,537,130,105,276,569,19620,9609,12613,2185,1471,467,67,77,33,262,295,5
"Basaveswara Medical College & Hospital, Chitradurga",Karnataka,Private,MS OBG,5250,433,100,84,137,350,18148,4302,23623,1703,1305,61,1230,0,15,85,87,3
"Basaveswara Medical College & Hospital, Chitradurga",Karnataka,Private,MS OPHTHALMOLOGY,2412,186,30,25,132,559,6299,2782,4132,928,1133,173,0,23,11,139,104,2
"Basaveswara Medical College & Hospital, Chitradurga",Karnataka,Private,MS ORTHOPAEDICS,3301,368,75,58,26,50,2114,4516,22555,1134,1324,1258,0,120,121,124,123,5
"Belagavi Institute of Medical Sciences, Belagavi",Karnataka,Govt,MBBS OVERALL,24550,3807,740,646,318,182,11501,927,63650,2687,16132,4622,2228,755,495,0,0,0
"Belagavi Institute of Medical Sciences, Belagavi",Karnataka,Govt,MD DERMATOLOGY,2462,27,30,17,20,0,886,28,3816,86,887,0,0,0,0,0,0,0
"Belagavi Institute of Medical Sciences, Belagavi",Karnataka,Govt,MD GENERAL MEDICINE,6600,865,150,142,1,34,4245,235,21901,229,3321,1437,641,284,144,0,0,0
"Belagavi Institute of Medical Sciences, Belagavi",Karnataka,Govt,MD PAEDIATRICS,3177,880,90,85,1,23,2210,56,4190,320,283,137,23,28,33,0,0,0
"Belagavi Institute of Medical Sciences, Belagavi",Karnataka,Govt,MD PSYCHIATRY,340,35,30,23,0,0,92,9,1099,0,0,12,17,13,10,0,0,0
"Belagavi Institute of Medical Sciences, Belagavi",Karnataka,Govt,MS ENT,1162,108,30,24,36,18,515,38,3768,77,1344,27,1,75,8,59,59,2
"Belagavi Institute of Medical Sciences, Belagavi",Karnataka,Govt,MS GENERAL SURGERY,2858,490,150,144,87,94,1111,140,636,286,1911,857,1480,202,56,118,399,27
"Belagavi Institute of Medical Sciences, Belagavi",Karnataka,Govt,MS OBG,2044,903,90,96,139,13,1346,490,19745,66,2187,2,393,0,4,360,53,320
"Belagavi Institute of Medical Sciences, Belagavi",Karnataka,Govt,MS OPHTHALMOLOGY,1299,190,30,23,3,0,389,74,7708,26,1778,0,10,1,2,177,59,0
"Belagavi Institute of Medical Sciences, Belagavi",Karnataka,Govt,MS ORTHOPAEDICS,3028,211,90,86,17,0,1209,94,4433,43,842,1410,3,112,306,91,354,24
"Believers Church Medical College Hospital, Thiruvalla",Kerala,Private,MBBS OVERALL,37117,3084,420,377,914,570,68085,8257,87014,6918,5423,8011,2980,1170,751,0,0,0
"Believers Church Medical College Hospital, Thiruvalla",Kerala,Private,MD DERMATOLOGY,1545,35,10,6,27,19,224,0,719,1,20,9,12,0,0,0,0,0
"Believers Church Medical College Hospital, Thiruvalla",Kerala,Private,MD GENERAL MEDICINE,14503,974,100,172,32,1,3332,21,14645,451,80,847,374,180,88,0,0,0
"Believers Church Medical College Hospital, Thiruvalla",Kerala,Private,MD PAEDIATRICS,2235,336,50,46,3,2,669,10,1873,1,8,207,68,12,10,0,0,0
"Believers Church Medical College Hospital, Thiruvalla",Kerala,Private,MD PSYCHIATRY,859,71,10,6,0,0,60,4,245,2,0,5,4,2,2,0,0,0
"Believers Church Medical College Hospital, Thiruvalla",Kerala,Private,MS ENT,1497,118,20,7,35,23,230,0,487,4,2,114,27,64,15,42,148,4
"Believers Church Medical College Hospital, Thiruvalla",Kerala,Private,MS GENERAL SURGERY,4890,484,100,90,184,57,1665,1,4084,70,6,386,319,116,189,288,193,60
"Believers Church Medical College Hospital, Thiruvalla",Kerala,Private,MS OBG,2394,427,50,23,356,238,1021,42,2030,4,22,92,385,12,26,97,381,23
"Believers Church Medical College Hospital, Thiruvalla",Kerala,Private,MS OPHTHALMOLOGY,2060,240,20,39,2,0,65,0,588,1,5,7,2,1,3,113,779,2
"Believers Church Medical College Hospital, Thiruvalla",Kerala,Private,MS ORTHOPAEDICS,2858,288,40,46,62,1,1330,1,2631,16,70,1699,54,47,130,186,614,17
"Bhaarath Medical College & Hospital, Chennai",Tamil Nadu,Deemed,DENTISTRY,1502,0,0,0,0,0,104,96,97,7,52,18,22,5,0,0,0,0
"Bhaarath Medical College & Hospital, Chennai",Tamil Nadu,Deemed,MBBS OVERALL,32046,2300,593,502,240,400,10355,9636,9690,1331,5166,1818,2241,488,0,590,904,96
"Bhaarath Medical College & Hospital, Chennai",Tamil Nadu,Deemed,MD DERMATOLOGY,1704,34,10,8,2,4,207,289,446,80,326,36,20,5,0,0,0,0
"Bhaarath Medical College & Hospital, Chennai",Tamil Nadu,Deemed,MD EMERGENCY MEDICINE,2215,296,29,25,2,4,414,386,581,13,155,291,359,73,0,0,0,0
"Bhaarath Medical College & Hospital, Chennai",Tamil Nadu,Deemed,MD GENERAL MEDICINE,5081,431,125,105,0,124,3003,2602,2229,160,625,364,426,93,0,0,0,0
"Bhaarath Medical College & Hospital, Chennai",Tamil Nadu,Deemed,MD PAEDIATRICS,2983,228,70,63,0,32,1036,1060,1027,97,398,145,213,54,0,0,0,0
"Bhaarath Medical College & Hospital, Chennai",Tamil Nadu,Deemed,MD PSYCHIATRY,1576,39,18,15,0,4,311,193,388,1,10,18,22,5,0,0,0,0
