Alloted Quota,Alloted Category,State,College,Course,Course Fee,2024 R1,2024 R2,2024 R3,2024 R4,2024 R5,2023 R1,2023 R2,2023 R3,2023 R4,2022 R1,2022 R2,2022 R3,2022 R4
DNB Quota,Open,West Bengal,"Deben Mahato (Sadar) Hospital, Purulia",Diploma in PAEDIATRICS - DCH (NBEMS),0,28558 (1),30751 (1),30751 (1),-,27234 (1),22983 (1),-,-,-,,,,
BHU,OBC,Uttar Pradesh,"Institute of Medical Sciences, BHU, Varanasi",MS ENT,48226,28562 (1),28562 (1),-,-,-,-,-,-,-,,,,
All India Quota,SC,Jammu & Kashmir,"Sher-I-Kashmir Institute of Medical Sciences, Soura, Srinagar",MD PSYCHIATRY,11000,28565 (1),28565 (1),28565 (1),-,-,-,-,-,-,,,,
DNB Quota,OBC,West Bengal,"Prafulla Chandra Sen Government Medical College & Hospital, Arambag",Diploma in PAEDIATRICS - DCH (NBEMS),125000,28566 (1),28298 (1),30796 (1),-,-,-,-,-,-,,,,
All India Quota,SC,Andhra Pradesh,"Government Medical College, Ananthapuram",MD ANAESTHESIOLOGY,15375,28599 (1),32100 (1),34318 (1),-,-,-,-,-,-,,,,
All India Quota,ST,Andhra Pradesh,"ACSR Government Medical College, Nellore",MS OBG,15375,28609 (1),-,-,-,-,-,-,-,-,,,,
DNB Quota,Open,Karnataka,"Sir CV Raman General Hospital, Bangalore",Diploma in OBG - DGO (NBEMS),125000,28664 (1),28664 (1),24834 (1),-,-,-,-,-,-,,,,
DNB Quota,OBC,Punjab,"SBLS Civil Hospital, Jalandhar",Diploma in OBG - DGO (NBEMS),125000,28672 (1),35599 (1),37616 (1),-,-,-,-,-,-,,,,
All India Quota,SC,Madhya Pradesh,"Government Medical College, Vidisha",MS GENERAL SURGERY,101500,28673 (1),31455 (1),34240 (1),39652 (1),-,-,-,-,-,,,,
DNB Quota,EWS,Punjab,"Lord Mahavir Civil Hospital, Ludhiana",Diploma in TB & CHEST DISEASE - DTCD (NBEMS),125000,28702 (1),39380 (1),34151 (1),40741 (1),-,-,-,-,-,,,,
DNB Quota,EWS,West Bengal,"District Hospital, Alipurduar",Diploma in OBG - DGO (NBEMS),125000,28730 (1),24067 (1),24067 (1),-,-,-,-,-,-,,,,
DNB Quota,Open,Punjab,"Max Super Specialty Hospital, Mohali",DNB ANAESTHESIOLOGY,125000,28745 (2),29239 (2),31519 (2),34403 (1),24290 (2),28492 (2),-,-,-,,,,
All India Quota,Open,Telangana,"Gandhi Medical College, Secunderabad",MD COMMUNITY MEDICINE,25000,28755 (1),36642 (1),36642 (1),-,25628 (1),34697 (1),50412 (1),-,-,,,,
All India Quota,Open,Uttar Pradesh,"GSVM Medical College, Kanpur",MD PATHOLOGY,40000,28798 (3),28798 (3),28798 (3),-,20039 (3),31872 (3),31191 (2),-,-,,,,
DNB Quota,Open,Maharashtra,"Bhabha Atomic Research Centre, Mumbai",DNB PATHOLOGY,125000,28829 (2),41958 (2),46284 (2),-,18990 (1),20187 (1),-,-,-,,,,
DNB Quota,EWS,Pondicherry,"Rajiv Gandhi Government Women & Children Hospital, Pondicherry",Diploma in OBG - DGO (NBEMS),125000,28848 (1),28848 (1),28848 (1),-,29298 (1),29298 (1),-,-,-,,,,
DU,OBC,Delhi,"Hindu Rao Hospital, Delhi",Diploma in ANAESTHESIOLOGY,57600,28875 (1),67936 (1),67936 (1),-,21518 (1),36031 (1),42327 (1),48187 (1),-,,,,
DNB Quota,Open,Karnataka,"Aster CMI Hospital, Bangalore",Diploma in OBG - DGO (NBEMS),125000,28901 (4),31508 (4),32586 (4),32640 (1),-,-,-,-,-,,,,
DNB Quota,OBC,Jammu & Kashmir,"Government Medical College, Anantnag",Diploma in PAEDIATRICS - DCH (NBEMS),125000,28906 (1),28720 (1),28720 (1),-,30218 (1),33601 (1),-,-,-,,,,
All India Quota,OBC PwD,Karnataka,"Bangalore Medical College & Research Institute, Bangalore",MD GENERAL MEDICINE,124150,28916 (1),28916 (1),28916 (1),-,65764 (1),65764 (1),-,-,-,,,,
All India Quota,OBC,Andhra Pradesh,"ACSR Government Medical College, Nellore",MD PATHOLOGY,15375,28962 (2),-,-,-,-,-,-,-,-,,,,
All India Quota,Open,West Bengal,"Government Medical College, Kolkata",MD TRANSFUSION MEDICINE,12000,28972 (1),32380 (1),37866 (1),-,-,-,-,-,-,,,,
DNB Quota,Open,Uttar Pradesh,"Gangasheel Advanced Medical Research Institute, Bareilly",Diploma in PAEDIATRICS - DCH (NBEMS),125000,28984 (2),34687 (2),34270 (2),-,25456 (2),31184 (2),28102 (1),29020 (1),39898 (1),,,,
DNB Quota,OBC,Haryana,"District Civil Hospital, Hisar",Diploma in PAEDIATRICS - DCH (NBEMS),125000,29008 (1),31043 (1),32588 (1),-,-,-,-,-,-,,,,
All India Quota,SC,Andhra Pradesh,"Rangaraya Medical College, Kakinada",MS ENT,15375,29016 (1),31825 (1),41785 (1),-,-,-,-,-,-,,,,
DNB Quota,Open,Gujarat,"GMERS Medical College, Junagadh",DNB PATHOLOGY,125000,29029 (1),38256 (1),41762 (1),-,-,-,-,-,-,,,,
All India Quota,OBC PwD,Gujarat,"BJ Medical College, Ahmedabad",MD RADIODIAGNOSIS,30000,29033 (1),29033 (1),29033 (1),-,-,-,-,-,-,,,,
All India Quota,SC,Bihar,"Shri Krishna Medical College, Muzaffarpur",MS OBG,22200,29069 (1),31625 (1),34877 (1),-,23350 (1),28187 (1),32224 (1),-,-,,,,
All India Quota,SC,Karnataka,"Vijayanagar Institute of Medical Sciences, Bellary",MS OPHTHALMOLOGY,124150,29079 (1),33968 (1),42673 (1),-,-,-,-,-,-,,,,
All India Quota,SC,Tamil Nadu,"Madurai Medical College, Madurai",MD PATHOLOGY,50000,29097 (1),33004 (1),40625 (1),63861 (1),25512 (1),44885 (1),-,-,-,,,,
All India Quota,OBC,Tamil Nadu,"Stanley Medical College, Chennai",MD FORENSIC MEDICINE,50000,29099 (1),38744 (1),67359 (1),62274 (1),-,-,-,-,-,,,,
DNB Quota,Open,Odisha,"Capital Hospital, Bhubaneswar",Diploma in OPHTHALMOLOGY - DO (NBEMS),125000,29146 (1),48989 (1),48989 (1),-,-,-,-,-,-,,,,
DNB Quota,Open,West Bengal,"Durgapur Sub Divisional Hospital, Durgapur",Diploma in OBG - DGO (NBEMS),125000,29152 (1),26169 (1),26169 (1),-,28275 (1),28275 (1),-,-,-,,,,
DNB Quota,Open,Haryana,"Civil Hospital, Palwal",Diploma in PAEDIATRICS - DCH (NBEMS),125000,29163 (1),29436 (1),26127 (1),32313 (1),21730 (1),29217 (1),24442 (1),33600 (1),34843 (1),,,,
DNB Quota,OBC,Madhya Pradesh,"District Hospital, Sagar",Diploma in PAEDIATRICS - DCH (NBEMS),125000,29178 (1),35872 (1),37931 (1),-,,,,,,,,,
All India Quota,SC,Goa,"Goa Medical College, Panaji",MS ENT,122522,29207 (1),37445 (1),37445 (1),-,,,,,,,,,
DNB Quota,OBC,West Bengal,"Suri Sadar Hospital, Laldighipara",Diploma in PAEDIATRICS - DCH (NBEMS),125000,29212 (1),36256 (1),37685 (1),-,,,,,,,,,
All India Quota,Open,West Bengal,"ESIC Medical College, Joka, Kolkata",MD PATHOLOGY,250000,29224 (2),33205 (2),39987 (2),-,,,,,,,,,
All India Quota,ST,Madhya Pradesh,"Bundelkhand Medical College, Sagar",MD GENERAL MEDICINE,101500,29233 (1),32833 (1),33106 (1),-,,,,,,,,,
DNB Quota,ST,Gujarat,"GMERS Medical College, Sola, Ahmedabad",DNB GENERAL MEDICINE,125000,29299 (1),41719 (1),41719 (1),58373 (1),,,,,,,,,
All India Quota,ST,Maharashtra,"Lokmanya Tilak Municipal Medical College, Mumbai",MS ORTHOPAEDICS,143300,29314 (1),29314 (1),29314 (1),-,,,,,,,,,
DNB Quota,Open,Telangana,"Ekashilaa Hospitals (Formerly Maxcare Hospital), Hanamkonda",Diploma in TB & CHEST DISEASE - DTCD (NBEMS),125000,29324 (2),33933 (2),36867 (2),-,,,,,,,,,
All India Quota,SC,Delhi,"Maulana Azad Medical College, New Delhi",MD RADIOTHERAPY,57600,29328 (1),32308 (1),32308 (1),-,,,,,,,,,
All India Quota,ST,Uttar Pradesh,"Moti Lal Nehru Medical College, Allahabad",MD GENERAL MEDICINE,40000,29338 (1),31896 (1),31896 (1),-,,,,,,,,,
DNB Quota,Open,Telangana,"Sunshine Hospital, Secunderabad",Diploma in ANAESTHESIOLOGY - DA (NBEMS),0,29374 (1),30082 (1),37053 (1),-,,,,,,,,,
All India Quota,OBC,Bihar,"Indira Gandhi Institute of Medical Sciences, Sheikhpura, Patna",MD PATHOLOGY,160000,29421 (1),34045 (1),39705 (1),-,,,,,,,,,
All India Quota,SC,Tamil Nadu,"Rajah Muthiah Medical College, Annamalainagar",Diploma in OBG,20000,29452 (1),25518 (1),37956 (1),44444 (1),,,,,,,,,
DNB Quota,Open,Dadra & Nagar Haveli,"Shri Vinoba Bhave Civil Hospital, Silvassa",Diploma in FAMILY MEDICINE - D Fam. Med. (NBEMS),125000,29474 (1),46262 (1),52833 (1),-,,,,,,,,,
All India Quota,ST,Uttar Pradesh,"Moti Lal Nehru Medical College, Allahabad",MD DERMATOLOGY,40000,29475 (1),32102 (1),32102 (1),-,,,,,,,,,
DNB Quota,OBC,Rajasthan,"Government Medical College, Dungarpur",Diploma in OBG - DGO (NBEMS),125000,29484 (1),29484 (1),29484 (1),-,,,,,,,,,
All India Quota,SC,Andhra Pradesh,"Kurnool Medical College, Kurnool",MS ENT,15375,29492 (1),32251 (1),32251 (1),-,,,,,,,,,
All India Quota,Open,Kerala,"Government Medical College, Thrissur",MD PHARMACOLOGY,69470,29538 (1),29538 (1),29538 (1),-,,,,,,,,,
DNB Quota,Open,Karnataka,"District Hospital, Dharwad",Diploma in OPHTHALMOLOGY - DO (NBEMS),125000,29542 (1),29542 (1),41007 (1),-,,,,,,,,,
DNB Quota,Open,Rajasthan,"Government. BDK Hospital, Jhunjhunu",Diploma in OBG - DGO (NBEMS),125000,29569 (1),32887 (1),32887 (1),-,,,,,,,,,
All India Quota,SC,Gujarat,"Government Medical College, Surat",MS ENT,30000,29602 (1),34233 (1),39964 (1),47165 (1),,,,,,,,,
DNB Quota,SC,Himachal Pradesh,"Shri Lal Bahadur Shastri Government Medical College, Mandi",DNB OBG,125000,29638 (1),34166 (1),36093 (1),-,,,,,,,,,
All India Quota,OBC,Uttar Pradesh,"Sanjay Gandhi Postgraduate Institute of Medical Sciences, Lucknow",MD TRANSFUSION MEDICINE,61600,29668 (1),29668 (1),29668 (1),-,,,,,,,,,
DNB Quota,OBC,Karnataka,"District Hospital, Dharwad",Diploma in OBG - DGO (NBEMS),125000,29680 (1),29393 (1),29393 (1),-,,,,,,,,,
All India Quota,SC,Punjab,"Guru Govind Singh Medical College, Faridkot",MS ENT,125000,29702 (1),38366 (1),41065 (1),44544 (1),,,,,,,,,
DNB Quota,EWS,Telangana,"Nizams Institute of Medical Sciences, Hyderabad",DNB TRANSFUSION MEDICINE,125000,29706 (1),29706 (1),29706 (1),-,,,,,,,,,
All India Quota,OBC,Maharashtra,"Lokmanya Tilak Municipal Medical College, Mumbai",Diploma in ENT,143300,29709 (1),29709 (1),29709 (1),-,,,,,,,,,
All India Quota,ST,Delhi,"Institute of Human Behaviour & Allied Sciences, Delhi",MD PSYCHIATRY,57600,29722 (1),34622 (1),34622 (1),-,,,,,,,,,
All India Quota,Open,Andhra Pradesh,"Government Medical College, Ananthapuram",MD PATHOLOGY,15375,29774 (1),23111 (1),42886 (1),-,,,,,,,,,
All India Quota,Open,Madhya Pradesh,"MGM Medical College, Indore",MD PATHOLOGY,101500,29784 (1),32180 (1),35340 (1),-,,,,,,,,,
DNB Quota,Open,Madhya Pradesh,"Government Seth Govind Das (Victoria) District Hospital, Jabalpur",Diploma in PAEDIATRICS - DCH (NBEMS),125000,29791 (1),29791 (1),29791 (1),-,,,,,,,,,
DNB Quota,SC,Bihar,"Shri Krishna Medical College, Muzaffarpur",DNB PAEDIATRICS,125000,29797 (1),37598 (1),39180 (1),44472 (1),,,,,,,,,
DNB Quota,OBC,Odisha,"Pt. Raghunath Murmu Medical College & Hospital, Baripada",Diploma in PAEDIATRICS - DCH (NBEMS),125000,29830 (1),34549 (1),36743 (1),-,,,,,,,,,
DNB Quota,EWS,Telangana,"District Hospital, Gollaguda",DNB ANAESTHESIOLOGY,125000,29856 (1),30805 (1),30255 (1),-,,,,,,,,,
DNB Quota,Open,Rajasthan,"District Hospital, Baran",Diploma in PAEDIATRICS - DCH (NBEMS),125000,29858 (1),35611 (1),34343 (1),-,,,,,,,,,
All India Quota,Open,Uttar Pradesh,"Institute of Medical Sciences, BHU, Varanasi",MD BIOCHEMISTRY,48226,29910 (1),29910 (1),61124 (2),71998 (1),,,,,,,,,
All India Quota,ST,Tamil Nadu,"Government Mohan Kumaramangalam Medical College, Salem",MD GENERAL MEDICINE,50000,29920 (1),31607 (1),38327 (1),-,,,,,,,,,
All India Quota,ST,West Bengal,"Institute of Postgraduate Medical Education & Research (IPGMER), Kolkata",MS GENERAL SURGERY,12000,29923 (1),29923 (1),29923 (1),-,,,,,,,,,
DNB Quota,Open,Punjab,"District Hospital, Nawanshahr",Diploma in PAEDIATRICS - DCH (NBEMS),125000,29934 (1),33808 (1),33808 (1),-,,,,,,,,,
All India Quota,EWS,Haryana,"Pt. BD Sharma Postgraduate Institute of Medical Sciences, Rohtak",MD PATHOLOGY,125000,29947 (1),38067 (1),38067 (1),-,,,,,,,,,
DNB Quota,SC,Karnataka,"SNR District Hospital, Kolar",DNB OBG,125000,29957 (1),31966 (1),38600 (1),-,,,,,,,,,
DNB Quota,Open,Rajasthan,"General Hospital, Jalore",Diploma in OBG - DGO (NBEMS),125000,30010 (1),30320 (1),26520 (1),-,,,,,,,,,
DNB Quota,SC,Karnataka,"General Hospital, Bangalore",DNB OBG,125000,30021 (1),35268 (1),36050 (1),-,,,,,,,,,
DNB Quota,EWS,Andhra Pradesh,"Area Hospital, Srikalahasthi, Chittoor",Diploma in OBG - DGO (NBEMS),125000,30038 (1),35021 (1),35021 (1),-,,,,,,,,,
DNB Quota,OBC,Karnataka,"District Hospital, Bagalkot",Diploma in OBG - DGO (NBEMS),125000,30044 (1),30044 (1),30044 (1),-,,,,,,,,,
DNB Quota,EWS,Karnataka,"District Hospital, Ballari",DNB ANAESTHESIOLOGY,125000,30084 (1),33096 (1),33096 (1),-,,,,,,,,,
All India Quota,Open,Punjab,"Government Medical College, Amritsar",Diploma in ANAESTHESIOLOGY,125000,30097 (1),30917 (1),34687 (1),-,,,,,,,,,
All India Quota,SC,Haryana,"ESIC Medical College, Faridabad",MD ANAESTHESIOLOGY,250000,30212 (1),30212 (1),38116 (1),45810 (1),,,,,,,,,
All India Quota,SC,Maharashtra,"SRTR Medical College, Ambajogai",MD ANAESTHESIOLOGY,143300,30223 (1),38186 (1),43359 (1),49007 (1),,,,,,,,,
All India Quota,SC,Odisha,"SCB Medical College, Cuttack",MS ENT,38500,30264 (1),30264 (1),31783 (1),-,,,,,,,,,
DNB Quota,Open,West Bengal,"Durgapur Steel Plant Hospital, Durgapur",Diploma in ENT - DLO (NBEMS),125000,30266 (1),39131 (1),57737 (1),-,,,,,,,,,
All India Quota,EWS,Delhi,"Maulana Azad Medical College, New Delhi",MD COMMUNITY MEDICINE,57600,30268 (1),21192 (1),21192 (1),-,,,,,,,,,
All India Quota,OBC PwD,Telangana,"Osmania Medical College, Hyderabad",MD RADIODIAGNOSIS,25000,30295 (1),30295 (1),30295 (1),-,,,,,,,,,
All India Quota,SC,Pondicherry,"Indira Gandhi Medical College & Research Institute, Puducherry",MS ENT,110000,30299 (1),32594 (1),41878 (1),-,,,,,,,,,
All India Quota,SC,Karnataka,"Bangalore Medical College & Research Institute, Bangalore",MS ENT,124150,30314 (1),32396 (1),32396 (1),-,,,,,,,,,
DNB Quota,SC,Rajasthan,"Government RDBP Jaipuria Hospital, Jaipur",DNB GENERAL SURGERY,125000,30334 (1),36334 (1),39981 (1),-,,,,,,,,,
All India Quota,OBC,Haryana,"BPS Government Medical College for Women, Sonepat",MD PATHOLOGY,125000,30338 (1),39244 (1),39244 (1),-,,,,,,,,,
All India Quota,EWS,West Bengal,"Nilratan Sircar Medical College, Kolkata",MD PHYSICAL MEDICINE & REHABILITATION,12000,30344 (1),30344 (1),34428 (1),-,,,,,,,,,
DNB Quota,OBC,Rajasthan,"Rajiv Gandhi Government General Hospital, Alwar",Diploma in PAEDIATRICS - DCH (NBEMS),125000,30404 (1),33014 (1),35872 (1),-,,,,,,,,,
DNB Quota,SC,Chhattisgarh,"Late Shri Baliram Kashyap Memorial NDMC Government Medical College, Jagdalpur",DNB OBG,125000,30424 (1),32325 (1),32325 (1),-,,,,,,,,,
DNB Quota,Open,Punjab,"Mohandai Oswal Hospital, Ludhiana",DNB RADIOTHERAPY,125000,30434 (1),32634 (1),35167 (1),-,,,,,,,,,
All India Quota,ST,Tamil Nadu,"Theni Government Medical College, Theni",MD GENERAL MEDICINE,50000,30448 (1),39169 (1),45951 (1),-,,,,,,,,,
DNB Quota,EWS,Haryana,"Al Aafia Civil Hospital, Alwar",Diploma in OBG - DGO (NBEMS),125000,30564 (1),23741 (1),33767 (1),-,,,,,,,,,
All India Quota,SC,Andhra Pradesh,"Government Medical College (formerly RIMS), Ongole",MS ENT,15375,30589 (1),37500 (1),39774 (1),-,,,,,,,,,
All India Quota,SC,Punjab,"Government Medical College, Amritsar",MD ANAESTHESIOLOGY,125000,30593 (1),34152 (1),34152 (1),-,,,,,,,,,
DNB Quota,Open,Telangana,"MNJ Institute of Oncology & Cancer Regional Center, Hyderabad",DNB PALLIATIVE MEDICINE,125000,30604 (2),37165 (2),34144 (2),-,,,,,,,,,
All India Quota,OBC,Uttar Pradesh,"King George Medical University, Lucknow",MD HOSPITAL ADMINISTRATION,54700,30629 (1),30629 (1),53892 (1),-,,,,,,,,,
DNB Quota,Open,Uttar Pradesh,"Fortune Hospital, Kanpur",Diploma in OBG - DGO (NBEMS),125000,30638 (2),35001 (2),36251 (2),-,,,,,,,,,
DNB Quota,Open,Maharashtra,"Deenanath Mangeshkar Hospital & Research Centre, Pune",DNB PATHOLOGY,125000,30655 (1),38609 (1),38609 (1),-,,,,,,,,,
DNB Quota,SC,Pondicherry,"Indira Gandhi Government General Hospital & PG Institute, Pondicherry",DNB ORTHOPAEDICS,125000,30675 (1),35810 (1),35810 (1),-,,,,,,,,,
DNB Quota,SC,West Bengal,"District Hospital, Alipurduar",DNB GENERAL MEDICINE,125000,30686 (1),31275 (1),36797 (1),-,,,,,,,,,
All India Quota,EWS,West Bengal,"College of Medicine & Sagore Dutta Hospital, Kolkata",MD MICROBIOLOGY,12000,30691 (1),-,-,-,,,,,,,,,
DNB Quota,OBC,Rajasthan,"District Hospital, Baran",Diploma in OBG - DGO (NBEMS),125000,30801 (1),33381 (1),34366 (1),-,,,,,,,,,
DNB Quota,Open,Rajasthan,"Government General Hospital, Madhopur",Diploma in PAEDIATRICS - DCH (NBEMS),125000,30828 (1),25741 (1),28173 (1),-,,,,,,,,,
DNB Quota,Open,West Bengal,"Durgapur Sub Divisional Hospital, Durgapur",Diploma in PAEDIATRICS - DCH (NBEMS),125000,30839 (1),33012 (1),36256 (1),-,,,,,,,,,
All India Quota,Open,Andhra Pradesh,"Rangaraya Medical College, Kakinada",MD HOSPITAL ADMINISTRATION,15375,30887 (1),44934 (1),40694 (1),46598 (1),,,,,,,,,
All India Quota,EWS,Andhra Pradesh,"ACSR Government Medical College, Nellore",MD PATHOLOGY,15375,30930 (1),-,-,-,,,,,,,,,
All India Quota,SC,West Bengal,"Midnapore Medical College, Midnapore",MS OPHTHALMOLOGY,12000,30959 (1),33521 (1),43695 (1),-,,,,,,,,,
All India Quota,SC,Maharashtra,"Dr. Shankarrao Chavan Government Medical College, Nanded",MD ANAESTHESIOLOGY,143300,30962 (1),36718 (1),42955 (1),-,,,,,,,,,
DNB Quota,EWS,Andhra Pradesh,"Government General Hospital, Vizianagaram",Diploma in OBG - DGO (NBEMS),125000,30987 (1),30987 (1),30987 (1),-,,,,,,,,,
All India Quota,ST,Karnataka,"Gulbarga Institute of Medical Sciences, Gulbarga",MS OBG,124150,31001 (1),31001 (1),31001 (1),-,,,,,,,,,
DNB Quota,OBC,West Bengal,"Imambara District Hospital, Hooghly",Diploma in OBG - DGO (NBEMS),125000,31011 (1),31837 (1),31837 (1),-,,,,,,,,,
DNB Quota,EWS,West Bengal,"Sambhu Nath Pandit Hospital, Kolkata",DNB PHYSICAL MEDICINE & REHABILITATION,125000,31016 (1),33049 (1),33049 (1),-,,,,,,,,,
All India Quota,SC,Andhra Pradesh,"SV Medical College, Tirupati",Diploma in ENT,15375,31023 (1),58242 (1),58242 (1),-,,,,,,,,,
All India Quota,OBC,Telangana,"Osmania Medical College, Hyderabad",MD COMMUNITY MEDICINE,25000,31027 (1),38096 (1),38096 (1),-,,,,,,,,,
DNB Quota,Open,Delhi,"Max Super Specialty Hospital, Saket",DNB PALLIATIVE MEDICINE,125000,31088 (1),33127 (1),36323 (1),-,,,,,,,,,
All India Quota,ST,Gujarat,"Medical College, Baroda",MD PAEDIATRICS,30000,31126 (1),31398 (1),31398 (1),-,,,,,,,,,
DNB Quota,SC,Haryana,"Shaheed Hasan Khan Mewati Government Medical College, Nalhar",DNB ORTHOPAEDICS,125000,31141 (1),37010 (1),37010 (1),-,,,,,,,,,
All India Quota,Open,Gujarat,"Pandit Deendayal Upadhyay Medical College, Rajkot",MD COMMUNITY MEDICINE,30000,31184 (1),45934 (1),45934 (1),-,,,,,,,,,
All India Quota,Open,Gujarat,"Medical College, Baroda",MD TRANSFUSION MEDICINE,30000,31204 (1),43445 (1),14129 (1),-,,,,,,,,,
All India Quota,ST,West Bengal,"ESIC Medical College, Joka, Kolkata",MD GENERAL MEDICINE,250000,31210 (1),31210 (1),31210 (1),-,,,,,,,,,
All India Quota,SC,Kerala,"Regional Cancer Centre, Thiruvananthapuram",MD ANAESTHESIOLOGY,300000,31243 (1),31243 (1),36620 (1),41508 (1),,,,,,,,,
All India Quota,SC,Maharashtra,"Sri Bhausaheb Hire Government Medical College, Dhule",MD ANAESTHESIOLOGY,143300,31275 (1),40608 (1),44314 (1),-,,,,,,,,,
DNB Quota,Open,Karnataka,"Aster CMI Hospital, Bangalore",Diploma in ANAESTHESIOLOGY - DA (NBEMS),125000,31279 (1),35470 (1),35470 (1),-,,,,,,,,,
All India Quota,SC,Madhya Pradesh,"Gandhi Medical College, Bhopal",MS OPHTHALMOLOGY,101500,31293 (1),33037 (1),33037 (1),-,,,,,,,,,
DNB Quota,EWS,Gujarat,"GMERS Medical College, Hadiyol, Himmatnagar",DNB PATHOLOGY,125000,31318 (1),52587 (1),66815 (1),-,,,,,,,,,
All India Quota,SC,Manipur,"Jawaharlal Nehru Institute of Medical Sciences, Porompet, Imphal",MS OPHTHALMOLOGY,100000,31324 (1),31324 (1),31324 (1),-,,,,,,,,,
All India Quota,ST,Jharkhand,"Rajendra Institute of Medical Sciences, Ranchi",MD GENERAL MEDICINE,17000,31329 (1),31329 (1),33611 (1),-,,,,,,,,,
All India Quota,SC,Madhya Pradesh,"Bhopal Memorial Hospital & Research Centre, Bhopal",MD ANAESTHESIOLOGY,127420,31385 (1),39329 (1),43071 (1),-,,,,,,,,,
DNB Quota,Open,West Bengal,"Kalna SD & SS Hospital, Kalna",Diploma in OBG - DGO (NBEMS),125000,31388 (1),31388 (1),31388 (1),-,,,,,,,,,
All India Quota,SC,Kerala,"Regional Cancer Centre, Thiruvananthapuram",MD RADIOTHERAPY,300000,31406 (1),35183 (1),35183 (1),-,-,,,,,,,,
All India Quota,EWS,West Bengal,"Burdwan Medical College, Burdwan",Diploma in OPHTHALMOLOGY,12000,31416 (1),89537 (1),100296 (1),-,-,,,,,,,,
DNB Quota,SC,Tamil Nadu,"Southern Railway Head Quarter Hospital, Chennai",DNB ANAESTHESIOLOGY,125000,31430 (1),34806 (1),30110 (1),-,-,,,,,,,,
DNB Quota,SC,Haryana,"Kalpana Chawla Government Medical College, Karnal, Haryana",DNB GENERAL SURGERY,125000,31455 (1),37313 (1),38174 (1),-,-,,,,,,,,
All India Quota,OBC,Tamil Nadu,"Coimbatore Medical College, Coimbatore",MD FORENSIC MEDICINE,50000,31459 (1),59211 (1),59211 (1),-,-,,,,,,,,
All India Quota,Open,Maharashtra,"Government Medical College, Latur",MD PATHOLOGY,143300,31471 (1),35641 (1),40676 (1),-,-,,,,,,,,
DNB Quota,OBC,Rajasthan,"Government Hospital, Barmer",Diploma in PAEDIATRICS - DCH (NBEMS),125000,31491 (1),33887 (1),33887 (1),-,-,,,,,,,,
All India Quota,Open,Madhya Pradesh,"Netaji Subhash Chandra Bose Medical College, Jabalpur",MD COMMUNITY MEDICINE,101500,31503 (1),59136 (1),61211 (1),81457 (1),-,,,,,,,,
All India Quota,EWS,Maharashtra,"Rajiv Gandhi Medical College & Chhatrapati Shivaji Maharaj Hospital, Thane",MD PATHOLOGY,143300,31518 (1),31518 (1),31518 (1),-,-,,,,,,,,
All India Quota,SC,Andhra Pradesh,"ACSR Government Medical College, Nellore",MD PSYCHIATRY,15375,31610 (2),-,-,-,-,,,,,,,,
All India Quota,ST,Maharashtra,"BJ Government. Medical College, Pune",MD PAEDIATRICS,143300,31618 (1),31618 (1),40448 (1),-,-,,,,,,,,
DNB Quota,SC,West Bengal,"Imambara District Hospital, Hooghly",DNB GENERAL MEDICINE,125000,31624 (1),32520 (1),32520 (1),-,-,,,,,,,,
DNB Quota,OBC,West Bengal,"Kalna SD & SS Hospital, Kalna",Diploma in PAEDIATRICS - DCH (NBEMS),125000,31634 (1),38678 (1),38678 (1),-,-,,,,,,,,
All India Quota,SC,Uttarakhand,"Government Medical College (formerly Uttarakhand Forest Hospital Trust), Haldwani",MS OPHTHALMOLOGY,60000,31662 (1),38200 (1),38200 (1),-,-,,,,,,,,
All India Quota,ST,West Bengal,"Government Medical College, Kolkata",MD GENERAL MEDICINE,12000,31707 (1),31707 (1),31707 (1),-,-,,,,,,,,
DNB Quota,Open,Madhya Pradesh,"Kushabhau Thakre District Hospital, Rewa",Diploma in PAEDIATRICS - DCH (NBEMS),125000,31719 (1),33184 (1),33854 (1),-,-,,,,,,,,
DNB Quota,SC,Jammu & Kashmir,"Sub District Hospital (SDH), Kupwara",DNB GENERAL MEDICINE,125000,31749 (1),34413 (1),37347 (1),-,-,,,,,,,,
All India Quota,SC,Rajasthan,"Government Medical College, Kota",MS OPHTHALMOLOGY,12812,31779 (1),37430 (1),39124 (1),44645 (1),-,,,,,,,,
All India Quota,SC,Odisha,"MKCG Medical College, Berhampur",MS ENT,38500,31783 (1),31783 (1),38672 (1),-,-,,,,,,,,
DNB Quota,Open,Karnataka,"KC General Hospital, Bangalore",Diploma in OPHTHALMOLOGY - DO (NBEMS),125000,31785 (1),43223 (1),43223 (1),-,-,,,,,,,,
All India Quota,OBC,Tamil Nadu,"Rajah Muthiah Medical College, Annamalainagar",MD PHARMACOLOGY,50000,31795 (1),42708 (1),61148 (1),-,-,,,,,,,,
